node_id,label,feat
828,0.0,"-0.86763006,-0.08943687,-0.72548634,1.9470046,1.6286749,-0.53225064,0.8668922,-1.4798629,-0.16652478,0.076135986,True,False,False,4921,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.048598036,-1.7636216,-0.61772716,-0.8360265,0.4317405,0.02559403,0.459872,-0.89318717,0.26287994,-1.5753787,0.0,True,False,False,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.1697866079557693,-0.2239324336609555,0.410822157273229,-0.1904782729493869,-0.049843491962506,0.1362119179476613,-0.0933736445260946,-0.048152644684901,-0.0127172862584032,-0.0109492385435919,0.0,True,False,False,False,False,False,1.7054212,0.70563245,-1.5159281,0.5875049,1.7240375,-2.4910674,0.26818952,0.36159194,-1.3782493,-0.105837196,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4921.0,False,False,False,True"
829,0.0,"-0.10197141,-0.24117234,-0.3244965,-1.0353407,0.2934563,-0.27918696,0.46519774,-0.85181904,1.4163685,0.023235971,True,False,False,2170,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2000.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1817615124983359,-0.0258399216678417,-0.0128119655364378,-0.0038463321917383,-0.0233148681826288,-0.1780058773496801,0.0016219823526356,0.0532823934091848,0.0161130167775971,0.0412456185909503,2000.0,True,False,False,False,False,False,0.6376147,-1.0185528,-1.0506843,-0.6550032,0.09366731,1.023801,-0.96206254,0.0009180991,-0.25146666,-1.4606564,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2451.0,False,False,False,True"
830,0.0,"-0.10197141,-0.24117234,-0.3244965,-1.0353407,0.2934563,-0.27918696,0.46519774,-0.85181904,1.4163685,0.023235971,True,False,False,2170,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2000.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1817615124983359,-0.0258399216678417,-0.0128119655364378,-0.0038463321917383,-0.0233148681826288,-0.1780058773496801,0.0016219823526356,0.0532823934091848,0.0161130167775971,0.0412456185909503,2000.0,True,False,False,False,False,False,0.6376147,-1.0185528,-1.0506843,-0.6550032,0.09366731,1.023801,-0.96206254,0.0009180991,-0.25146666,-1.4606564,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2451.0,False,False,False,True"
831,0.0,"-0.10197141,-0.24117234,-0.3244965,-1.0353407,0.2934563,-0.27918696,0.46519774,-0.85181904,1.4163685,0.023235971,True,False,False,2170,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2000.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1817615124983359,-0.0258399216678417,-0.0128119655364378,-0.0038463321917383,-0.0233148681826288,-0.1780058773496801,0.0016219823526356,0.0532823934091848,0.0161130167775971,0.0412456185909503,2000.0,True,False,False,False,False,False,0.6376147,-1.0185528,-1.0506843,-0.6550032,0.09366731,1.023801,-0.96206254,0.0009180991,-0.25146666,-1.4606564,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2451.0,False,False,False,True"
832,0.0,"-0.10197141,-0.24117234,-0.3244965,-1.0353407,0.2934563,-0.27918696,0.46519774,-0.85181904,1.4163685,0.023235971,True,False,False,2170,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2000.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,1,1,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1817615124983359,-0.0258399216678417,-0.0128119655364378,-0.0038463321917383,-0.0233148681826288,-0.1780058773496801,0.0016219823526356,0.0532823934091848,0.0161130167775971,0.0412456185909503,2000.0,True,False,False,False,False,False,0.6376147,-1.0185528,-1.0506843,-0.6550032,0.09366731,1.023801,-0.96206254,0.0009180991,-0.25146666,-1.4606564,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2451.0,False,False,False,True"
833,0.0,"-0.10197141,-0.24117234,-0.3244965,-1.0353407,0.2934563,-0.27918696,0.46519774,-0.85181904,1.4163685,0.023235971,True,False,False,2170,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2000.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,0,0,0,0,1,1,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1817615124983359,-0.0258399216678417,-0.0128119655364378,-0.0038463321917383,-0.0233148681826288,-0.1780058773496801,0.0016219823526356,0.0532823934091848,0.0161130167775971,0.0412456185909503,2000.0,True,False,False,False,False,False,0.6376147,-1.0185528,-1.0506843,-0.6550032,0.09366731,1.023801,-0.96206254,0.0009180991,-0.25146666,-1.4606564,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2451.0,False,False,False,True"
834,0.0,"-0.10197141,-0.24117234,-0.3244965,-1.0353407,0.2934563,-0.27918696,0.46519774,-0.85181904,1.4163685,0.023235971,True,False,False,2170,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2000.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29321793,-0.2348527,-2.3439429,-0.0964722,0.5676184,0.18999095,-1.6926394,-2.4930809,0.64124733,-3.1538486,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.1817615124983359,-0.0258399216678417,-0.0128119655364378,-0.0038463321917383,-0.0233148681826288,-0.1780058773496801,0.0016219823526356,0.0532823934091848,0.0161130167775971,0.0412456185909503,2000.0,True,False,False,False,False,False,0.6376147,-1.0185528,-1.0506843,-0.6550032,0.09366731,1.023801,-0.96206254,0.0009180991,-0.25146666,-1.4606564,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2451.0,False,False,False,True"
835,0.0,"-1.5310538,0.13502054,0.07927866,-0.15317562,-1.4218539,-0.3854902,-1.1799705,0.22451049,0.7687239,-0.6619382,True,False,False,3636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.048598036,-1.7636216,-0.61772716,-0.8360265,0.4317405,0.02559403,0.459872,-0.89318717,0.26287994,-1.5753787,0.0,True,False,False,False,False,False,0,1,0,0,0,0,1,0,1,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7866718346407212,0.0167259470027175,-0.0651362404685812,0.0178593873017407,-0.009725431810266,-0.0080413635388888,0.0175970819982866,0.001628701676385,0.0045204005354262,-0.0144584987995331,-1.0,True,False,False,False,False,False,1.7054212,0.70563245,-1.5159281,0.5875049,1.7240375,-2.4910674,0.26818952,0.36159194,-1.3782493,-0.105837196,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,True,False"
836,0.0,"0.40517133,-0.9502462,0.36703837,-1.529257,-0.24418685,1.2515068,1.2017483,0.28646117,1.4735649,-0.73288125,True,False,False,694,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28894788,0.13116232,1.0535395,-1.2725877,-0.328667,-1.5147699,1.2421559,-0.038933564,-0.13207546,-1.181991,0.0,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.7866718346407212,0.0167259470027175,-0.0651362404685812,0.0178593873017407,-0.009725431810266,-0.0080413635388888,0.0175970819982866,0.001628701676385,0.0045204005354262,-0.0144584987995331,-1.0,True,False,False,False,False,False,1.7054212,0.70563245,-1.5159281,0.5875049,1.7240375,-2.4910674,0.26818952,0.36159194,-1.3782493,-0.105837196,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,694.0,True,False,False,False"
837,0.0,"1.7166202,-0.3816544,-2.222964,-1.442731,0.4943782,-0.022030674,0.7713712,-0.31263745,1.1203312,1.119238,True,False,False,1470,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,37031.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01084836,-0.09207491,-1.2150624,1.0163385,0.10127712,1.1003699,0.30593008,0.6137742,-0.48328075,0.14006068,0.0,True,False,False,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1152420296546246,0.0073082625848676,-0.0391214240439772,-0.0978885734177246,0.0259622349955781,0.029531430343791,-0.0123834740902365,0.1682990226892996,-0.0494705213684202,0.0799625633805155,37136.0,False,False,False,False,False,True,0.706095,-1.7323862,-0.2752383,1.9844717,-0.30724427,1.5491756,0.31003305,0.22714376,-0.017842088,0.29329482,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1526.0,False,False,False,True"
838,0.0,"1.7166202,-0.3816544,-2.222964,-1.442731,0.4943782,-0.022030674,0.7713712,-0.31263745,1.1203312,1.119238,True,False,False,1470,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,37031.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28894788,0.13116232,1.0535395,-1.2725877,-0.328667,-1.5147699,1.2421559,-0.038933564,-0.13207546,-1.181991,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1152420296546246,0.0073082625848676,-0.0391214240439772,-0.0978885734177246,0.0259622349955781,0.029531430343791,-0.0123834740902365,0.1682990226892996,-0.0494705213684202,0.0799625633805155,37136.0,False,False,False,False,False,True,0.706095,-1.7323862,-0.2752383,1.9844717,-0.30724427,1.5491756,0.31003305,0.22714376,-0.017842088,0.29329482,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1526.0,False,False,False,True"
839,0.0,"1.7166202,-0.3816544,-2.222964,-1.442731,0.4943782,-0.022030674,0.7713712,-0.31263745,1.1203312,1.119238,True,False,False,1470,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,37031.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01084836,-0.09207491,-1.2150624,1.0163385,0.10127712,1.1003699,0.30593008,0.6137742,-0.48328075,0.14006068,0.0,True,False,False,False,False,False,0,1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1152420296546246,0.0073082625848676,-0.0391214240439772,-0.0978885734177246,0.0259622349955781,0.029531430343791,-0.0123834740902365,0.1682990226892996,-0.0494705213684202,0.0799625633805155,37136.0,False,False,False,False,False,True,0.706095,-1.7323862,-0.2752383,1.9844717,-0.30724427,1.5491756,0.31003305,0.22714376,-0.017842088,0.29329482,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1526.0,False,False,False,True"
840,0.0,"1.7166202,-0.3816544,-2.222964,-1.442731,0.4943782,-0.022030674,0.7713712,-0.31263745,1.1203312,1.119238,True,False,False,1470,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,37031.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.3156388,-0.47525373,2.1273656,-1.2785001,0.13949026,-0.70572084,0.008193205,-0.07995855,0.17412937,0.81004083,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1152420296546246,0.0073082625848676,-0.0391214240439772,-0.0978885734177246,0.0259622349955781,0.029531430343791,-0.0123834740902365,0.1682990226892996,-0.0494705213684202,0.0799625633805155,37136.0,False,False,False,False,False,True,0.706095,-1.7323862,-0.2752383,1.9844717,-0.30724427,1.5491756,0.31003305,0.22714376,-0.017842088,0.29329482,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1526.0,False,False,False,True"
841,0.0,"1.7166202,-0.3816544,-2.222964,-1.442731,0.4943782,-0.022030674,0.7713712,-0.31263745,1.1203312,1.119238,True,False,False,1470,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,37031.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.3156388,-0.47525373,2.1273656,-1.2785001,0.13949026,-0.70572084,0.008193205,-0.07995855,0.17412937,0.81004083,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1152420296546246,0.0073082625848676,-0.0391214240439772,-0.0978885734177246,0.0259622349955781,0.029531430343791,-0.0123834740902365,0.1682990226892996,-0.0494705213684202,0.0799625633805155,37136.0,False,False,False,False,False,True,0.706095,-1.7323862,-0.2752383,1.9844717,-0.30724427,1.5491756,0.31003305,0.22714376,-0.017842088,0.29329482,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1526.0,False,False,False,True"
842,1.0,"1.7848237,-1.4105314,0.3647669,2.8689446,0.65542644,0.8942036,-0.16551761,0.93646365,1.2927717,-1.5461366,False,False,True,490,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,False,False,True,False,False,False,1,0,1,1,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1439778148485586,0.013254741829741,-0.2208180648199992,-0.0949837431960321,-0.0665662854917399,0.1004485091029326,-0.0609276634097778,0.069678196295225,0.0395675049703807,0.1764636500506856,5.0,True,False,False,False,False,False,1.3523306,1.5276134,-0.7020912,0.3781315,0.10639744,1.2115601,1.2230929,0.024872532,-1.2204249,-0.26257455,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,490.0,False,False,False,True"
843,1.0,"1.7848237,-1.4105314,0.3647669,2.8689446,0.65542644,0.8942036,-0.16551761,0.93646365,1.2927717,-1.5461366,False,False,True,490,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,False,False,True,False,False,False,1,0,1,0,1,0,0,0,0,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1439778148485586,0.013254741829741,-0.2208180648199992,-0.0949837431960321,-0.0665662854917399,0.1004485091029326,-0.0609276634097778,0.069678196295225,0.0395675049703807,0.1764636500506856,5.0,True,False,False,False,False,False,1.3523306,1.5276134,-0.7020912,0.3781315,0.10639744,1.2115601,1.2230929,0.024872532,-1.2204249,-0.26257455,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,490.0,False,False,False,True"
844,0.0,"0.22761202,-1.6399523,1.0652039,-0.99530023,-0.49937156,-0.6082348,2.5665436,0.17856407,1.1383998,-0.022771597,True,False,False,374,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28894788,0.13116232,1.0535395,-1.2725877,-0.328667,-1.5147699,1.2421559,-0.038933564,-0.13207546,-1.181991,0.0,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1979060418746233,0.0066144041139026,-0.1074618581702016,-0.0900500224987474,-0.0707740359900348,0.1738358350628005,0.0461979214108416,-0.2073735783513671,-0.1482215807294034,-0.1479158219413094,50.0,False,False,False,False,False,True,0.87222123,-2.68832,1.2808288,-1.3188844,-0.46759194,-0.27984637,0.4585647,1.0117509,0.36070698,0.5700313,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,374.0,False,False,False,True"
845,0.0,"0.22761202,-1.6399523,1.0652039,-0.99530023,-0.49937156,-0.6082348,2.5665436,0.17856407,1.1383998,-0.022771597,True,False,False,374,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,True,False,False,False,False,False,1,0,1,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1979060418746233,0.0066144041139026,-0.1074618581702016,-0.0900500224987474,-0.0707740359900348,0.1738358350628005,0.0461979214108416,-0.2073735783513671,-0.1482215807294034,-0.1479158219413094,50.0,False,False,False,False,False,True,0.87222123,-2.68832,1.2808288,-1.3188844,-0.46759194,-0.27984637,0.4585647,1.0117509,0.36070698,0.5700313,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,374.0,False,False,False,True"
846,0.0,"0.22761202,-1.6399523,1.0652039,-0.99530023,-0.49937156,-0.6082348,2.5665436,0.17856407,1.1383998,-0.022771597,True,False,False,374,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2270437,-0.34791353,-0.53074104,-0.73773026,0.5872705,-0.388958,-1.6706207,-0.6763423,-0.8266999,0.63094777,0.0,True,False,False,False,False,False,1,0,0,0,0,0,1,1,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.1979060418746233,0.0066144041139026,-0.1074618581702016,-0.0900500224987474,-0.0707740359900348,0.1738358350628005,0.0461979214108416,-0.2073735783513671,-0.1482215807294034,-0.1479158219413094,50.0,False,False,False,False,False,True,0.87222123,-2.68832,1.2808288,-1.3188844,-0.46759194,-0.27984637,0.4585647,1.0117509,0.36070698,0.5700313,0.1959962528816112,0.0055583753392774,-0.0024070370210469,-0.0003566421216351,4.864598584082673e-05,0.0009499803260957,-0.0003926932186143,-0.0002923867888561,-0.0003761056827773,0.0008079640031242,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,374.0,False,False,False,True"
